Assunto,Quantidade
Fermentação:Biotecnologia industrial:Engenharia genética:Caseínas:Lactoglobulinas:Lactalbumina:Leveduras:Pichia pastoris:Produção industrial:Produtos fermentados do leite,1
Metalurgia do pó:Alta pressão:Baixa pressão:Gravidade:Fundição (processos de fabricação):Alumínio:Tungstênio,1
Poliuretanos:Materiais renováveis:Polióis:Reciclagem:Tecnologia ambiental:Produção sustentável,1
Nanotecnologia:Horticultura:Fruticultura:Biopolímeros:Fitopatógenos:Fitopatologia:Óleos essenciais:Xanthomonas:Cancro (doença de planta):Antracnose:Oídio,1
Metabolômica:Metaboloma:Biomarcadores:Bovinos:Eficiência alimentar:Precocidade sexual:Produtividade:Pecuária:Brasil,1
Cognição:Lúpulo:Obesidade:Subprodutos,1
Sistema de Gestão Integrada (SGI):Programação dinâmica:Administração de recursos humanos:Controle ótimo:Controle estocástico:Produtividade:Indicadores,1
Mutagênese:Reação em cadeia da polimerase via transcriptase reversa (RT-PCR),1
Visão computacional:Aprendizagem profunda:Cidades inteligentes:Análise do comportamento:Segurança eletrônica:Monitoramento remoto:Comportamento de risco:Bens patrimoniais,1
Aminação:Industrialização:Polímeros,1
Biocerâmicas:Biomateriais:Enxerto ósseo:Extratos vegetais:Produtos naturais,1
Citrus:Agrotóxicos:Radar,1
Pragas:Citrus:Citricultura:Agrotóxicos:Doenças:Radar:Internet das coisas:Tomada de decisão,1
Doenças pós-colheita:Óleos essenciais:Sistemas nanoestruturados:Insumos agrícolas:Fungicidas:Desperdício de alimentos:Fitopatógenos:Fruticultura,1
Óleos essenciais:Sistemas nanoestruturados,1
Instrumentação:Impedância elétrica:Sensores:Dispositivos portáteis:Água:Cimento:Concreto,1
Produtos biológicos:Agricultura sustentável:Eucalipto:Cana-de-açúcar:Fermentação em estado sólido:Ácido acético,1
Algodão:Controle biológico:Pragas,1
Flagelina:Soja:Biotecnologia industrial,1
Estradiol:Estrógenos:Estrona:Síntese de fármacos,1
Aeronaves não tripuladas:Veículos aéreos não tripulados:Trichogramma,1
Biologia sintética:Reprodutibilidade:Expressão de proteínas:Escalabilidade:Liofilização:Proteínas:Ressonância magnética nuclear,1
Genômica funcional:Imunoterapia:Engenharia genética:Macrófagos:Neoplasias colorretais:CRISPR-Cas9,1
Controle biológico:Algodão:Pragas:Bicudo-do-algodoeiro,1
Baterias:Eletrodos:Lítio:Nióbio:Vanádio:Eletroquímica:Eletrodo,1
Baterias:Eletrodos:Lítio:Nióbio:Vanádio:Eletroquímica:Eletroquímica:Eletrodo:Eletrodo,1
Biotecnologia industrial:Flagelina:Soja:Proteínas recombinantes:Produção agrícola,1
"Síntese de fármacos:Estradiol:Estrógenos:Estrona:Produção de substâncias, produtos e materiais",1
Cegueira:Soluções oftálmicas:Retinopatia diabética:Visão:Oftalmologia,1
Algoritmos:Cartilagem:Diagnóstico:Genética:Osteoartrite:Polimorfismo genético:Ortopedia:Polimorfismo,1
Neoplasias colorretais:Engenharia genética:Genômica funcional:Imunoterapia:Macrófagos,1
Diagnóstico:Microbiota:Probióticos,1
Tecnologia da informação:Desenvolvimento de software:Gestão de negócios:Postos de combustíveis:Combustíveis,1
Hidrolisados de proteína:Nutrição vegetal:Quitina:Quitosana:Fisiologia vegetal,1
Tecnologia assistiva:Aparelhos ortopédicos:Biomecânica:Mecatrônica:Robótica:Mobilidade:Aplicativos móveis,1
Inteligência artificial:Saúde mental:Softwares:Software,1
Genética:Melhoramento genético vegetal:Manejo florestal:Recursos hídricos:Genótipo:Eucalipto,1
Farinhas:Sustentabilidade:Tubérculos:Farinha,1
Biologia celular:Eletroanalítica:Microfabricação:Microfluídica:Sensores:Sistemas microfisiológicos:Avaliação pré-clínica de medicamentos,1
Reabilitação:Exoesqueleto:Ludificação:Robôs,1
Saúde da criança:Suplementos nutricionais:Alimentos funcionais:Resíduos agrícolas:Própolis vermelha:Balas de goma,1
Inteligência artificial:Visão computacional,1
Ciência de dados:Algoritmos genéticos:Inteligência artificial:Extrusão:Redes neurais (computação),1
Microfabricação:Microfluídica:Métodos bioanalíticos:Biologia celular:Eletroanalítica:Sensores:Dispositivos,1
Manejo:Estratégias:Genética:Inovação:Relações hídricas,1
Tecnologia assistiva:Robótica:Biomecânica:Mecatrônica:Mobilidade:Aparelhos ortopédicos:Joelho,1
Softwares:Inteligência artificial:Saúde mental:Análise de sentimentos:Processamento de áudio:Diagnóstico psicológico,1
Biologia molecular:Bioquímica:Diagnóstico:Probióticos:Odores:Microbiota:Corynebacterium:Staphylococcus,1
Raízes e tubérculos alimentícios:Farinhas:Alimentos sem glúten:Cadeia produtiva:Sustentabilidade,1
Nutrientes:Proteínas:Chocolate:Dieta saudável:Mulheres,1
Internet das coisas:Dispositivos e instrumentos médicos:Monitoramento,1
Polióis:Microalgas:Bioestimulantes vegetais,1
"Programação da produção:Automação industrial:Indústria 4.0:Inteligência artificial:Fatores ambientais, sociais e de governança",1
Tratamento de águas residuárias:Corantes:Processos oxidativos avançados:Reatores:Ozonização:Contaminantes químicos da água,1
Nanotecnologia:Agricultura sustentável:Inovações tecnológicas:Liberação controlada de fármacos:Sementes:Germinação de sementes,1
Polímeros biodegradáveis:Desenvolvimento de novos materiais:Esportes aquáticos:Sustentabilidade,1
Própolis:Própolis vermelha:Resíduos:Apicultura:Suplementos nutricionais:Alimentos funcionais:Saúde da criança:Sustentabilidade:Inovação,1
Agricultura de precisão:Concentração de íons de hidrogênio:Processamento de sinais:Sensores ópticos,1
Tratamento de águas residuárias:Reúso da água:Materiais adsorventes:Cerâmicas:Ozônio:Indústria têxtil,1
Energia renovável:Inteligência artificial:Modelos atmosféricos:Sustentabilidade:Tecnologia,1
Dieta saudável:Necessidades nutricionais:Suplementos nutricionais:Nutrientes:Proteínas:Chocolate,1
Agricultura:Agricultura sustentável:Bioestimulantes vegetais:Reguladores de crescimento de plantas:Tolerância à dessecação em sementes:Dessecação:Microalgas:Polióis,1
Nanotecnologia:Agricultura sustentável:Inovações tecnológicas:Liberação controlada de fármacos:Produção agrícola:Germinação de sementes,1
Algoritmos genéticos:Redes neurais (computação):Inteligência artificial:Ciência de dados:Parametrização:Extrusão,1
Tecnologia médica:Dispositivos e instrumentos médicos:Monitorização fisiológica:Software como serviço:Internet das coisas:Conectividade,1
"Automação industrial:Indústria 4.0:Inteligência artificial:Programação da produção:Fatores ambientais, sociais e de governança",1
Sustentabilidade:Polímeros biodegradáveis:Poliuretanos:Esportes aquáticos:Surf,1
Medicina do sono:Distúrbios do sono:Dispositivos eletrônicos vestíveis:Eletroencefalografia,1
Análise de dados:Inteligência artificial:Aprendizado computacional:Análise de sequência de RNA,1
Diálise renal:Dispositivos e instrumentos médicos:Desinfecção:Desinfecção da água:Cateteres,1
Concreto:Impedância elétrica:Instrumentação,1
Transtornos da linguagem:Comunicação:Aprendizagem:Transtornos da visão:Inteligência artificial:Multimodalidade,1
Aprendizagem:Transtornos da visão:Inteligência artificial:Multimodalidade:Deficiência visual,1
Biologia computacional:Análise de dados:Aprendizado computacional:Inteligência artificial:Análise de sequência de RNA:Descoberta de drogas:Alvo terapêutico,1
Tomada de decisão:Análise de texto:Documentos:Detecção:Aprendizagem profunda:Inteligência artificial:Processamento de linguagem natural,1
Oncologia:Medicina de precisão:Neoplasias:Quimioterapia,1
Agricultura de precisão:Plantas daninhas:Inteligência artificial:Visão computacional:Pulverização:Herbicidas,1
Eletrofiação:Gelatina:Regeneração óssea guiada,1
Produtos naturais:Desenvolvimento de fármacos,1
Solubilização:Medicina veterinária,1
Bioengenharia:Medicina regenerativa:Bioimpressão tridimensional:Matriz extracelular:Colágeno tipo I:Curativos biológicos:Biomateriais,1
Proteínas recombinantes:Escherichia coli:Solubilização:Medicina veterinária:Interferons,1
Polímeros:Ácido poli-L-láctico (PLLA):Bandagens:Ferimentos e lesões,1
Antioxidantes:Compostos fenólicos:Microbioma gastrointestinal:Prebióticos:Subprodutos agrícolas:Alimentos funcionais,1
Grafenos:Ortopedia,1
Anti-inflamatórios:Impressão tridimensional:Medicina veterinária,1
Eletromiografia:Equilíbrio:Plataforma de força:Posturografia:Engenharia de reabilitação,1
Engenharia de reabilitação:Eletromiografia:Equilíbrio:Plataforma de força:Posturografia:Idosos,1
Doenças negligenciadas:Animais peçonhentos:Abelhas:Apis mellifera:Fosfolipases:Kit de reagentes para diagnóstico:Cromatografia:Ensaio de imunoadsorção enzimática:Espectrometria de massas,1
Agricultura sustentável:Cana-de-açúcar:Eucalipto:Fermentação em estado sólido:Eucalyptus,1
Vírus:Vírus da dengue:Anticorpos monoclonais:Vacinas:Tratamento,1
Compostagem:Fertilizantes:Resíduos agrícolas,1
Anticorpos monoclonais:Dengue:Flavivirus:Tratamento:Vírus:Vírus Zika:Vacinas,1
Medicina veterinária:Anti-inflamatórios:Próteses e implantes:Impressão tridimensional,1
Biotecnologia industrial:Microbiologia agrícola:Nematicidas:Agrotóxicos:Bioprocessos:Formulações,1
Gestão em saúde:Inteligência artificial:Medicina preventiva,1
Compostagem:Adubos orgânicos:Fertilizantes:Resíduos agrícolas:Piscicultura:Equipamentos agrícolas,1
Engenharia de software:Aprendizado computacional:Automação:Recrutamento:Plataforma (computação),1
Dor crônica:Terapia a laser de baixa intensidade:Qualidade de vida,1
Bioprocessos:Formulações,1
Bioprocessos:Engenharia genética:Nutrição animal,1
Gestão de riscos:Imagens de satélites:Monitoramento:Seguro agrícola,1
Neoplasias:Inteligência artificial,1
Cromatografia líquida:Miniaturização,1
Impressão tridimensional:Inteligência artificial:Modelagem tridimensional:Próteses e implantes:Crânio,1
Cromatografia líquida de alta pressão:Cromatografia líquida,1
Automação:Veículos aéreos não tripulados:Inteligência artificial:Sistemas embarcados:Agricultura:Controle biológico:Bovinos leiteiros:Metarhizium anisopliae,1
Aprendizagem profunda:Inteligência artificial:Processamento de linguagem natural:Tomada de decisão:Tomada de decisões,1
Café:Fluorescência:Óptica:Qualidade,1
Impressão tridimensional,1
Interferência de RNA:Biologia molecular,1
Aprendizagem profunda:Inteligência artificial:Aprendizado computacional:Processamento de linguagem natural:Mineração de texto:Análise de risco:Balanço contábil:Instituições financeiras,1
Biologia molecular:Interferência de RNA:Plantas:Espectrometria de massas:Cromatografia por troca iônica:Fluorescência,1
Inteligência artificial:Mídias sociais:Programação generativa,1
Biotecnologia:Ácidos orgânicos:Ácido butírico:Setor sucroenergético:Açúcar:Álcool:Fermentação:Efluentes,1
Herbicidas:Aleloquímicos:Plantas daninhas:Controle de plantas daninhas:Bioeconomia circular:Resíduos agrícolas:Cafeicultura,1
Biotecnologia:Biologia sintética:Expressão de proteínas:Ressonância magnética nuclear:Síntese proteica livre de células:Liofilização,1
Micro-ondas:Extração:Produtos naturais,1
Aleloquímicos:Café:Herbicidas:Plantas daninhas,1
Fitotecnia:Agricultura sustentável:Reguladores de crescimento de plantas:Sequestro de carbono:Biocarvão:Nematicidas:Produção sustentável:Produção de alimentos,1
Ácido butírico:Ácidos orgânicos:Biotecnologia,1
Interface usuário-computador:Natural user interface:Sedentarismo:Movimento humano:Análise do movimento humano,1
Aprendizado computacional:Inteligência artificial:Processamento de linguagem natural:Mídias sociais:Programação generativa,1
Metalurgia do pó:Ligas metálicas:Ferramentas:Tenacidade:Dureza,1
Inteligência artificial:Meio ambiente:Tecnologia da informação,1
Micropropagação vegetal:Produção vegetal:Propagação vegetal:Yacon,1
Biotecnologia:Diálise renal:Esterilização:Cateteres:LED:Raios ultravioleta,1
Foguetes:Satélites:Sistemas de navegação global por satélite:Segurança aérea:Voo (engenharia de aeronaves),1
Fertilizantes:Agricultura:Argilas aniônicas:Fósforo:Resíduos industriais:Materiais avançados:Economia circular:Indústria de celulose e papel,1
Aprendizado computacional:Inteligência artificial:Sensoriamento remoto:Qualidade do ar:Poluição,1
Aparelhos ortopédicos:Impressão tridimensional:Corte a laser:Parametrização:Estudos de validação,1
Satélites,1
Agricultura:Argilas aniônicas:Economia circular:Materiais avançados:Resíduos industriais:Fertilizantes:Fósforo,1
Arrabidaea chica:Cicatrização:Estomatite:Oncologia:Mucosite,1
Eletricidade atmosférica,1
Esterilização:Diálise renal:Biotecnologia:Hemodiálise,1
Materiais metálicos:Terras raras:Paládio:Platina:Ródio:Reciclagem:Catalisadores:Automóveis,1
Meio ambiente:Serviços ambientais:Inteligência artificial:Tecnologia da informação,1
Robôs autônomos:Colheita mecanizada:Tomate:Aprendizagem profunda:Inteligência artificial:Visão computacional,1
Geração de energia elétrica:Baterias:Eletricidade:Painéis solares fotovoltaicos,1
Produção vegetal:Batata:Yacon:Propagação vegetal:Micropropagação vegetal:Cadeia produtiva:Ribeirão Preto (SP),1
Química de produtos naturais:Proantocianidinas:Antioxidantes:Sementes:Açaí,1
Meio ambiente:Carbono:Serviços ambientais:Inteligência artificial:Tecnologia da informação:Ciência de dados:Plataformas digitais,1
Cardiologia:Doenças cardiovasculares:Doença crônica:Inteligência artificial:Fatores de risco para doença cardiovascular,1
Interface usuário-computador:Sedentarismo:Movimento (fisiologia):Análise do movimento humano:Condicionamento físico:Visão computacional,1
Aparelhos ortopédicos:Impressão tridimensional:Corte a laser:Desenvolvimento de novos materiais:Termoplásticos,1
Eletricidade atmosférica:Sistemas de alerta:Raios:Sensores:Campo elétrico:Descarga elétrica,1
Ligas metálicas:Diamante:Ligas de múltiplos elementos principais:Marketing,1
Herpetofauna:Animais silvestres:Mamíferos:Aves:Monitoramento de fauna:Radiotelemetria:RFID,1
Termografia:Processamento de imagens:Neoplasias cutâneas:Diagnóstico de câncer,1
Medicamentos fitoterápicos:Gel (formas farmacêuticas):Arrabidaea chica:Crajiru:Cicatrização:Estomatite:Oncologia:Ferimentos e lesões:Quimioterapia:Radioterapia,1
Produtos alimentícios açucarados:Plantas produtoras de açúcar:Biodiversidade:Frutas:Coco,1
Aves:Herpetofauna:Mamíferos:Radiotelemetria:RFID,1
Metalurgia do pó:Ferramentas:Tenacidade:Dureza:Diamante,1
Aprendizado computacional:Inteligência artificial:Qualidade do ar:Poluição,1
Açaí:Antioxidantes:Proantocianidinas:Sementes:Química de produtos naturais,1
Internet das coisas:Conectividade:Hardware:Logística:Mobilidade:Plataforma (computação):Monitoramento remoto:Veículos,1
Nanotecnologia:Nanoencapsulação:Doença de Alzheimer:Suplementos nutricionais:Curcumina:Curcuma,1
Análise econômica:Oncologia:Tecnologia,1
Substâncias bioativas:Controle biológico:Produtos naturais,1
Agricultura sustentável:Fixação biológica de nitrogênio:Inoculantes:Nanopartículas:Nanotecnologia:Sílica:Microbiologia agrícola,1
Processamento de linguagem natural:Transformação digital,1
Cognição:Abelhas:Polinização:Café:Qualidade do café:Cafeicultura:Moléculas bioativas,1
Instrumentação eletrônica:Compactação dos solos:Ondas acústicas:Penetrômetro,1
Microbiologia agrícola:Agricultura sustentável:Fixação biológica de nitrogênio:Inoculantes:Estresse térmico:Arroz:Feijão:Segurança alimentar,1
Tecnologia:Oncologia:Análise econômica:Custos de cuidados de saúde:Tratamento do câncer,1
Substâncias bioativas:Controle biológico:Produtos naturais:Insumos agrícolas:Actinobacteria:Nematoides,1
Robôs autônomos:Aprendizagem profunda:Inteligência artificial:Visão computacional:Colheita mecanizada:Tomate,1
Aprendizado computacional:Aprendizagem profunda:Inteligência artificial:Visão computacional:Robôs autônomos:Aprendizado de máquina,1
Gases do efeito estufa:Ambiente aquático:Poluentes ambientais:Créditos de carbono:Estudo de prova de conceito,1
